Applicant_Gender,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Business_Sourced,zipcode_grp_x,zipcode_grp_y,Manager_Joining_Quarter,Application_Receipt_Quarter,Manager_Joining_Year,Application_Receipt_Year,Applicant_Marital_Status_M,Applicant_Marital_Status_S,Applicant_Marital_Status_W,Applicant_Occupation_Others,Applicant_Occupation_Salaried,Applicant_Occupation_Self Employed,Applicant_Occupation_Student,Applicant_Qualification_Associate/Fellow of Acturial Society of India,Applicant_Qualification_Associate/Fellow of Institute of Company Secretories of India,Applicant_Qualification_Associate/Fellow of Insurance Institute of India,Applicant_Qualification_Certified Associateship of Indian Institute of Bankers,Applicant_Qualification_Class X,Applicant_Qualification_Class XII,Applicant_Qualification_Graduate,Applicant_Qualification_Masters of Business Administration,Applicant_Qualification_Others,Applicant_Qualification_Professional Qualification in Marketing
0,1,2,3.0,0,0,2.0,0.0,118962.0,8.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,212735.0,17.0,0,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,212735.0,17.0,0,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,4.0,2.0,37200.0,4.0,0,0,0,1,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,5.0,0,0,0.0,1.0,367899.0,21.0,0,0,0,1,2,2004,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,1,4.0,0.0,241429.0,6.0,0,9,0,4,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,4.0,2.0,37200.0,4.0,0,0,0,1,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,0.0,106782.0,10.0,0,0,0,4,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,0.0,1.0,57000.0,2.0,0,0,0,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,3.0,331277.0,15.0,0,0,0,3,2,2003,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,62881.0,6.0,0,0,0,1,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,0.0,0.0,386710.0,24.0,0,0,0,3,2,2002,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,2.0,409039.0,4.0,0,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,0.0,0.0,382689.0,33.0,0,0,0,1,2,2003,2007,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,0.0,2.0,310900.0,23.0,0,0,0,2,2,2004,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,0.0,0.0,256306.0,16.0,0,0,0,2,2,2002,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,252839.0,11.0,0,0,0,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,83000.0,8.0,0,0,0,2,2,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,83000.0,8.0,0,0,0,2,2,2003,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,0.0,1.0,99105.0,5.0,0,0,4,1,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,6.0,0,0,0.0,0.0,1291678.0,66.0,0,0,0,4,2,2004,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,528538.0,25.0,0,0,9,1,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,3,4.0,0,0,0.0,0.0,89575.0,6.0,0,0,0,3,2,2001,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,0.0,0.0,493729.0,21.0,0,0,0,2,2,2004,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,0.0,0.0,310291.0,18.0,0,0,0,4,2,2005,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,404714.0,35.0,0,0,0,4,2,2003,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,1.0,0.0,313920.0,20.0,0,0,0,3,2,2002,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,152896.0,10.0,0,0,0,4,2,2005,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,2,3.0,0,0,2.0,0.0,204514.0,16.0,0,0,0,3,2,2005,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,0.0,0.0,218659.0,14.0,0,0,0,2,2,2004,2007,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,1,6.0,3.0,1010701.0,32.0,0,0,0,3,2,2005,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,1,6.0,3.0,1010701.0,32.0,1,0,9,3,2,2005,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,1.0,0.0,288858.0,12.0,1,0,0,4,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,1.0,526715.0,29.0,1,0,9,4,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,1,2.0,2.0,273751.0,13.0,1,0,0,3,2,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,3,4.0,0,0,0.0,0.0,423921.0,28.0,1,0,0,2,2,2004,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,385573.0,16.0,1,0,0,1,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,1.0,3.0,177700.0,5.0,1,0,0,3,2,2005,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,0,0.0,0.0,809371.0,16.0,1,0,9,2,2,2002,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,1.0,184095.0,8.0,0,0,9,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,560740.0,35.0,0,0,0,4,2,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,9,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,1.0,282292.0,15.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,4.0,4.0,181648.0,5.0,0,0,0,1,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,0.0,1.0,147632.0,11.0,0,0,0,3,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,3.0,2.0,179864.0,9.0,0,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,4.0,156730.0,10.0,0,0,0,4,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,221090.0,16.0,0,0,0,2,2,2004,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,1,0.0,0.0,205110.0,17.0,0,0,0,2,2,2004,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,3,4.0,0,1,0.0,0.0,640722.0,14.0,0,0,0,1,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3.0,0,1,6.0,3.0,1010701.0,32.0,0,0,4,3,2,2005,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,275708.0,14.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,2.0,0.0,236842.0,16.0,0,0,4,4,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,385359.0,16.0,0,0,0,3,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,1.0,1.0,228830.0,16.0,0,0,0,4,2,2001,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,92135.0,6.0,0,0,0,2,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,1,3.0,0.0,117374.0,8.0,1,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3.0,0,0,0.0,2.0,266978.0,13.0,0,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,3.0,0,0,0.0,1.0,45446.0,5.0,0,0,0,4,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,9,3,2,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,2.0,95179.0,6.0,1,0,4,4,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,1.0,310459.0,23.0,1,0,4,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,9,3,2,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,1.0,173788.0,11.0,1,0,9,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,0,1.0,1.0,259583.0,14.0,1,0,0,2,2,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,215479.0,15.0,0,0,0,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,213964.0,13.0,1,0,4,3,2,2003,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,4.0,0.0,199507.0,12.0,1,0,9,1,2,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,2.0,151000.0,17.0,1,0,9,2,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,3.0,1.0,22210.0,2.0,0,0,0,1,2,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,1.0,264894.0,20.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,6.0,4.0,311347.0,22.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,10465.0,1.0,0,0,0,4,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,0.0,0.0,107817.0,10.0,0,9,0,3,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,135349.0,10.0,0,0,4,2,2,2004,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,135349.0,10.0,0,0,0,2,2,2004,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,259033.0,22.0,0,0,0,3,2,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,1,0.0,0.0,200330.0,8.0,0,0,0,4,2,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,160542.0,11.0,0,0,0,3,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,1,0.0,0.0,243163.0,17.0,0,0,0,4,2,2002,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3,4.0,0,0,10.0,2.0,30407.0,3.0,0,0,0,1,2,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,44070.0,4.0,0,0,0,4,2,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,1.0,173788.0,11.0,0,0,0,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,6.0,2.0,45490.0,3.0,0,0,0,1,2,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,6.0,2.0,154437.0,12.0,0,0,9,4,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,4,3,2,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,0.0,0.0,218569.0,14.0,0,0,0,1,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,0.0,0.0,103161.0,4.0,0,0,0,3,2,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,290235.0,18.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,246602.0,18.0,1,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,1.0,207924.0,14.0,1,0,0,3,2,2003,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,5.0,0,0,2.0,3.0,991303.0,20.0,1,0,0,3,2,2005,2007,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,3.0,3.0,592492.0,25.0,0,0,0,4,2,2003,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,0.0,2.0,1359705.0,24.0,1,0,0,4,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,2.0,38850.0,3.0,1,0,9,4,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,0.0,1.0,328445.0,18.0,1,0,9,4,2,2005,2007,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2,4,5.0,0,0,0.0,0.0,568308.0,15.0,1,0,9,1,2,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,3,4.0,0,0,0.0,0.0,878861.0,36.0,1,0,9,4,2,2001,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,2.0,606983.0,14.0,1,0,9,3,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,0.0,1.0,124512.0,9.0,0,0,0,3,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,131042.0,12.0,0,0,0,2,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,1.0,48655.0,3.0,0,0,9,4,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,135822.0,8.0,0,0,0,1,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,1.0,1.0,87385.0,5.0,0,0,0,3,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,0.0,0.0,47604.0,4.0,0,0,0,4,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,0.0,0.0,135597.0,11.0,0,0,9,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,4,5.0,0,0,2.0,1.0,360224.0,18.0,0,0,9,1,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,560740.0,35.0,0,0,0,4,2,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,1.0,0.0,281388.0,13.0,0,0,0,4,2,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,560740.0,35.0,0,0,0,4,2,2005,2007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,2.0,0,1,0.0,1.0,133965.0,8.0,0,0,9,1,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,2.0,173087.0,10.0,0,0,0,2,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,3,4.0,0,0,0.0,1.0,437181.0,29.0,0,0,0,3,2,2003,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,4.0,394556.0,32.0,0,0,0,3,2,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,133989.0,9.0,0,0,0,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,4.0,2.0,151516.0,7.0,0,0,0,2,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,0.0,1.0,279084.0,27.0,0,0,0,2,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,1.0,1.0,172654.0,15.0,0,0,0,2,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,5.0,4.0,117358.0,9.0,0,0,0,4,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,447151.0,26.0,0,0,0,1,2,2004,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,2.0,278802.0,19.0,0,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,2.0,282794.0,22.0,0,0,0,4,2,2003,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,0.0,0.0,147461.0,12.0,1,0,4,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,557578.0,32.0,1,0,9,3,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,557578.0,32.0,1,0,9,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,2.0,0.0,194597.0,15.0,1,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,2,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,4,5.0,0,0,1.0,0.0,443225.0,20.0,1,9,9,4,2,2001,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,0,0.0,0.0,409671.0,23.0,1,0,0,3,2,2003,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,1.0,1.0,282197.0,10.0,1,0,9,1,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,2,3.0,0,0,2.0,0.0,236842.0,16.0,1,0,9,4,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,1.0,187213.0,11.0,0,0,0,3,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,0.0,194597.0,15.0,0,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,0.0,2.0,472411.0,14.0,1,0,0,4,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,2,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,6.0,0,0,0.0,0.0,533630.0,24.0,0,0,4,4,2,2003,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,2,3.0,0,0,5.0,5.0,267221.0,17.0,0,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,83000.0,8.0,0,0,0,2,2,2003,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,0.0,0.0,83000.0,8.0,0,0,0,2,2,2003,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,2.0,95179.0,6.0,0,0,4,4,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,84551.0,7.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,1,2.0,0,0,0.0,1.0,161590.0,14.0,0,0,9,3,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,106035.0,5.0,0,0,9,4,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,201454.0,11.0,0,0,9,4,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,108404.0,9.0,0,0,0,4,2,2004,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,55168.0,5.0,0,0,0,4,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,3,4.0,0,0,0.0,0.0,554988.0,31.0,0,0,0,4,2,2001,2007,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,1.0,187213.0,11.0,0,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
